post_id,user_id,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
g1c5p,26474,645,44.82,33.76,60.75,25.77,19.55,14.88,91.01,61.4,17.52,9.61,6.82,1.09,0.47,0.62,0.62,7.91,7.44,14.88,11.63,6.51,7.29,1.71,19.69,3.26,2.02,2.02,0.16,2.02,6.05,2.95,2.95,0.47,0.78,0.78,6.51,0.16,0,0,0.78,13.8,3.72,1.86,1.24,3.26,1.55,3.57,1.71,0.16,0.47,0.93,2.79,0.47,0.62,0.16,1.55,7.29,1.4,1.09,3.72,1.24,0.78,2.17,13.8,0.93,10.39,1.55,6.05,2.95,1.71,1.86,0.31,0,0.78,0.16,0.47,0.16,0.31,0,0,0,12.09,6.67,2.33,0,0,0.16,0,0,0,2.95,0,0
20r5w8,26545,173,11.94,34.27,93.43,35.89,86.5,9.83,91.33,60.12,22.54,20.23,12.72,1.73,0,3.47,2.31,2.31,2.89,11.56,12.14,4.62,9.25,2.89,22.54,3.47,1.16,0,4.62,0,6.36,3.47,2.89,0,1.73,1.16,15.03,0.58,0,5.2,0.58,10.98,2.89,1.73,0.58,2.89,0.58,4.62,0.58,0.58,0,0,1.16,0,0.58,0,0.58,8.09,3.47,1.73,1.16,3.47,0,4.62,14.45,2.31,13.87,1.73,5.2,6.94,0,0.58,0,0.58,0.58,0.58,0.58,0.58,0,0,0,0,6.94,1.16,0.58,0,0,0,0,0,0,5.2,0,0
2n8jed,26646,136,27.97,5.3,99,1.76,12.36,10.29,94.85,57.35,19.85,13.97,13.97,0,0,0,0,5.88,7.35,8.82,13.97,6.62,2.94,1.47,25,4.41,2.94,0.74,1.47,2.94,4.41,0.74,3.68,0,1.47,0,2.21,1.47,0,0,1.47,14.71,4.41,0.74,2.21,2.94,4.41,1.47,2.94,0.74,0,2.21,2.94,0,2.21,2.21,0,3.68,0.74,0,0.74,1.47,0.74,7.35,13.97,3.68,19.12,1.47,5.15,12.5,0.74,0,0,0,0,5.15,1.47,1.47,0,0,0,0,18.38,8.09,5.15,0,0,0,0,0,0,2.94,1.47,0.74
2wqbn0,26646,642,22,23.21,67.21,2.91,13.38,15.11,92.83,57.17,19.94,16.67,12.15,0.93,0,3.58,0,3.27,4.52,12.31,10.59,8.1,7.32,2.18,18.69,4.67,2.02,2.02,1.87,1.25,8.1,2.8,5.3,0.16,3.58,1.4,10.9,1.87,0.78,2.96,3.43,9.5,0.93,2.34,1.87,1.71,1.71,2.34,0.62,0,0.47,0,4.52,0.47,1.25,1.87,0.62,11.06,3.74,1.87,3.89,2.18,0.93,4.36,12.31,1.4,13.71,1.71,6.54,5.61,5.61,1.71,0.16,0.47,0.31,1.09,3.27,2.49,0.16,0.31,0,0,17.29,7.48,3.43,0,0.16,0,0,0.47,0,4.98,0.31,0.47
2vpz5s,26683,269,19.89,9.05,88.65,2.59,17.93,10.41,96.65,57.99,24.16,17.1,15.61,0.37,0.37,0.74,0,7.06,4.46,11.52,11.52,4.46,6.32,1.86,19.33,5.95,2.97,1.12,0,4.09,12.27,4.83,7.43,0.37,2.6,2.23,9.29,3.35,0,1.86,1.12,13.75,3.35,0.37,2.23,1.86,3.35,3.35,2.6,0.74,0.37,1.49,4.46,0.37,1.12,1.86,0,8.92,4.09,1.12,1.12,1.12,2.23,2.6,14.87,0.74,8.92,1.12,3.72,4.09,1.12,2.23,0.37,0.74,0.74,0.37,3.35,2.6,0.74,0,0,0,15.99,8.18,1.12,0,0.37,1.12,0,0,0,0,4.46,0.74
2vd4qm,26741,289,9.63,1.79,98.78,20.53,15.21,12.8,94.81,64.71,24.57,16.61,15.22,0,0,0,1.38,7.96,3.46,13.49,10.38,7.61,9,4.15,20.42,4.15,2.08,2.42,0.69,1.38,6.57,3.11,3.46,0.35,1.04,1.73,4.15,0,0,0,0,19.72,3.46,3.46,2.42,4.15,2.08,5.54,1.38,0.35,0.35,0.35,2.42,1.04,1.04,0,0.35,7.27,0.35,3.11,3.46,2.08,1.38,1.04,16.96,2.08,12.8,2.77,7.27,2.42,1.04,1.38,0.35,0.35,0,0.35,0.35,0.35,0,0,0,0,18.34,6.57,3.81,0,0,0.35,0,0.69,0,6.92,0,0
2yksfn,26741,31,2.36,1,99,1,6.2,12.9,96.77,70.97,32.26,22.58,22.58,0,0,0,0,9.68,0,12.9,12.9,6.45,3.23,6.45,25.81,6.45,3.23,0,0,0,6.45,0,6.45,0,0,3.23,0,0,0,0,0,16.13,0,3.23,0,0,3.23,9.68,0,0,0,0,3.23,3.23,0,0,0,9.68,0,3.23,3.23,3.23,0,6.45,22.58,0,16.13,6.45,3.23,6.45,0,0,0,0,0,0,3.23,3.23,0,0,0,0,29.03,16.13,3.23,0,0,0,0,0,0,9.68,0,0
2qij0y,26849,91,7.51,11.35,92.56,1.1,10.11,15.38,96.7,64.84,29.67,18.68,17.58,0,0,1.1,0,10.99,2.2,13.19,15.38,4.4,2.2,4.4,19.78,3.3,3.3,2.2,0,5.49,5.49,1.1,4.4,1.1,0,3.3,9.89,3.3,1.1,2.2,0,9.89,3.3,1.1,1.1,0,4.4,0,3.3,0,0,3.3,2.2,0,2.2,0,0,7.69,5.49,2.2,1.1,0,1.1,2.2,18.68,1.1,10.99,0,3.3,7.69,2.2,1.1,1.1,2.2,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,2.2,0,0,0,5.49,0,0
2rsokq,26864,499,13.61,5.69,94.98,1.27,14.68,10.62,92.79,65.13,22.85,16.63,15.03,0,0.2,1.2,0.2,6.21,2.2,16.83,12.83,7.62,8.42,3.21,22.04,3.41,1.2,1.8,1.6,1,6.01,1.4,4.61,0.4,2.2,0.6,6.61,1.4,0.2,0.8,1.6,12.42,3.01,2,2.81,2,0.6,4.01,2.2,0.4,0.8,1,4.21,1.4,2.4,0.2,0.4,5.01,1,0.8,2,1,0.4,6.01,13.43,0.6,12.83,1.4,6.21,5.21,0.4,0.2,0,0,0,1.6,1.2,0.4,0.4,0.2,0.2,0.4,13.43,7.41,0,0,0,0.4,0,0,0,5.21,0.4,0
2xkei4,26915,658,40.95,69.74,36.93,60.34,25.31,14.13,91.95,58.36,18.69,13.68,6.23,0.76,1.22,5.17,0.3,5.02,5.93,14.13,11.7,4.86,5.78,2.74,20.82,3.04,1.67,1.67,2.74,1.67,5.17,3.5,1.67,0.3,0.15,0.3,15.65,1.37,0.3,0.76,5.78,14.59,4.86,2.13,2.28,2.74,0.91,3.5,1.22,0.61,0.46,0.15,1.67,0.46,1.06,0,0.3,8.66,3.5,1.22,3.04,0.76,0.91,6.23,12.16,1.98,11.85,2.43,6.08,4.26,2.58,1.37,0.91,0.46,0,0,0.76,0,0.3,0.15,0.3,0,13.37,4.41,1.52,0.3,0,0,0,2.43,0,2.89,1.52,0.3
2nrnq9,27116,23,23.89,80.77,9.25,93.61,11.5,13.04,95.65,65.22,17.39,13.04,0,0,0,13.04,0,4.35,8.7,13.04,17.39,8.7,4.35,4.35,26.09,4.35,4.35,0,0,0,13.04,8.7,4.35,0,0,0,17.39,0,0,13.04,0,13.04,4.35,0,0,4.35,0,4.35,4.35,4.35,0,0,4.35,0,4.35,0,4.35,4.35,0,4.35,0,0,0,4.35,21.74,4.35,17.39,4.35,0,13.04,0,0,0,0,0,0,4.35,0,0,4.35,0,0,30.43,8.7,8.7,4.35,0,0,0,0,0,8.7,0,0
14v8my,27149,103,8.41,61.47,33.52,1,12.88,7.77,97.09,62.14,23.3,15.53,8.74,0.97,0,5.83,0,7.77,3.88,11.65,12.62,6.8,9.71,2.91,28.16,5.83,2.91,2.91,0.97,1.94,4.85,0,4.85,0,1.94,0.97,19.42,1.94,1.94,0,7.77,13.59,2.91,0.97,4.85,1.94,0,4.85,0.97,0,0,0.97,1.94,0,0.97,0.97,0,8.74,4.85,0,0,1.94,1.94,3.88,21.36,1.94,12.62,1.94,5.83,4.85,1.94,0,0.97,0,0,0,0.97,0.97,0,0,0,0,21.36,5.83,3.88,0,0,1.94,0,0,3.88,5.83,0,0
2bdioz,27495,286,16.89,11.73,63.54,1,10.59,15.03,94.76,59.44,22.73,12.94,9.79,0,0.7,2.45,0,9.79,2.8,12.24,10.49,5.94,6.29,3.5,20.63,7.34,3.5,1.05,0.7,2.1,10.84,2.8,8.04,1.4,3.5,0.35,7.34,0.7,0,3.85,0,14.69,2.45,1.75,2.1,3.15,1.75,4.2,3.15,0.35,0.35,2.1,4.2,1.05,0.7,2.1,0.35,7.69,0.35,0.7,3.5,2.45,1.4,2.8,14.34,1.05,11.19,2.1,5.24,3.85,0,0.7,0.7,0,0.35,1.4,3.5,2.45,0,0.35,0.7,0,20.63,8.39,4.55,0,0,1.05,0,1.05,0.7,2.8,1.4,0.7
2rksog,27553,306,9.86,92.92,1,16.43,20.4,11.76,93.79,63.4,24.84,19.61,3.59,0.98,0,14.05,0.98,5.23,3.59,12.42,12.75,6.86,6.21,3.92,21.24,6.21,3.59,1.31,2.29,2.29,6.54,2.94,3.59,0.33,0.65,1.63,25.16,1.96,1.31,14.05,0.33,15.69,4.58,1.63,0.65,2.29,2.94,3.92,2.61,1.63,0,0.98,1.96,0.33,0.65,0,0,8.17,5.88,0.65,1.31,0.98,0.33,2.61,17.32,1.31,9.48,1.31,3.59,4.9,0.33,0,0,0,0.33,0.33,0,0,0,0,0,0,13.73,6.21,0.98,0,0,0,0,0,0.65,5.23,0.65,0
ukvy0,27668,573,12.69,8.96,98.11,6.41,13.33,14.31,95.81,60.56,21.12,15.01,13.09,0.35,0.7,0.52,0.35,6.11,4.89,11.69,12.91,8.03,6.81,4.19,21.82,4.71,1.92,1.05,1.57,2.79,7.5,2.79,4.54,0.87,0.7,1.05,8.55,0.52,1.57,0.17,1.22,15.36,1.75,1.92,1.57,3.14,2.44,5.76,1.05,0.35,0,0.35,1.05,0,0.52,0.35,0.17,6.98,2.44,0.7,1.57,1.57,1.22,5.24,15.53,0.7,15.01,1.57,6.46,7.16,2.62,0.17,0.52,0.17,0,0.17,0.35,0,0.17,0,0,0.17,24.61,7.85,7.85,0,0,0.35,0,0.35,0.7,6.63,0,0.87
x1kuo,27877,101,2.71,50,11.72,1.7,16.83,14.85,97.03,65.35,25.74,18.81,9.9,0,0,8.91,0,6.93,0.99,12.87,14.85,7.92,8.91,3.96,24.75,4.95,3.96,1.98,0.99,0.99,8.91,2.97,5.94,2.97,1.98,0.99,15.84,0,0.99,0,9.9,14.85,2.97,3.96,2.97,1.98,1.98,1.98,1.98,0,1.98,0,0.99,0,0,0,0.99,3.96,0.99,0.99,1.98,0,0.99,2.97,19.8,0.99,10.89,0,3.96,6.93,0,0,0.99,0,0,1.98,2.97,0,0.99,1.98,0,0,13.86,5.94,1.98,0,0,0,0,0.99,0,4.95,0,0
1jrt8a,18136,106,7.6,22.52,91.52,42.91,15.14,10.38,94.34,62.26,25.47,16.04,12.26,0,1.89,1.89,0,9.43,2.83,11.32,17.92,2.83,6.6,1.89,26.42,4.72,1.89,0,0.94,3.77,2.83,1.89,0.94,0,0,0.94,6.6,0,0,1.89,0.94,14.15,3.77,0.94,2.83,3.77,2.83,1.89,0.94,0,0,0.94,4.72,0,3.77,0,0,2.83,0.94,0,1.89,0,0,4.72,15.09,4.72,16.04,2.83,8.49,4.72,2.83,0,0,1.89,0,0,0,0,0,0,0,0,20.75,6.6,6.6,0,0,0,0,0,0,5.66,0,1.89
1vwria,18136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p9e0m,18209,40,37.39,22.67,43.37,96.76,13.33,12.5,92.5,57.5,15,10,7.5,0,2.5,0,0,5,7.5,10,12.5,5,7.5,2.5,22.5,10,5,0,0,2.5,10,7.5,2.5,0,0,2.5,10,0,0,0,0,20,0,0,10,7.5,0,10,0,0,0,0,0,0,0,0,0,10,5,2.5,7.5,5,0,0,15,5,12.5,0,7.5,5,0,0,0,0,0,5,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,5,5,0
suiq6,18262,303,21.21,9.91,99,1.09,14.43,11.88,96.04,60.4,20.13,12.54,11.88,0,0,0,0.66,7.59,4.62,12.54,9.9,7.59,9.57,1.65,20.13,6.93,2.97,0.99,1.65,1.98,6.6,1.65,4.95,1.65,0.66,1.32,5.28,0,0,0,0,10.89,2.64,0.33,0.99,2.64,0.99,3.96,4.29,0.99,1.65,1.32,1.65,0.66,0.99,0,0,4.62,0,0.99,0.99,1.65,0.99,11.22,5.28,1.98,17.49,2.31,6.6,8.58,0.99,1.65,0.33,0,0,0.33,3.3,0.66,0.66,0,1.32,0.33,15.84,8.25,2.64,0,0,0,0,0.66,0.66,2.64,0.66,0.33
1ms31g,18362,175,15.25,19.58,89.63,1,35,17.14,94.86,59.43,23.43,17.71,14.29,0,0,3.43,0,5.71,2.86,11.43,12,4,6.29,3.43,23.43,4,1.71,3.43,0,1.14,10.29,3.43,6.86,1.14,2.29,1.71,12.57,0.57,2.29,3.43,0,12,1.71,2.29,1.71,1.71,2.86,3.43,0.57,0,0.57,0,4,0.57,3.43,0,0,9.71,3.43,1.71,2.86,0.57,2.29,4,15.43,4.57,14.29,4,3.43,6.86,0.57,0.57,0.57,0,0,1.14,0.57,0,0,0.57,0,0,13.71,2.86,7.43,0,0,0,0,0,0,3.43,0,0
37ok2a,18482,30,8.19,90.87,1,25.77,7.5,3.33,93.33,53.33,20,20,3.33,0,0,16.67,0,0,3.33,10,10,10,6.67,6.67,26.67,0,0,3.33,0,3.33,0,0,0,0,0,0,23.33,0,0,0,16.67,10,3.33,3.33,0,0,3.33,0,3.33,3.33,0,0,6.67,0,3.33,0,3.33,6.67,3.33,0,3.33,3.33,0,0,20,6.67,16.67,6.67,10,3.33,0,0,3.33,0,0,0,3.33,0,0,0,0,0,16.67,10,3.33,0,0,3.33,0,0,0,0,0,0
1rvpr7,18583,56,8.99,1.67,52.86,1,28,21.43,94.64,64.29,16.07,14.29,14.29,0,0,0,0,1.79,5.36,10.71,14.29,8.93,10.71,5.36,16.07,3.57,1.79,0,0,1.79,10.71,1.79,8.93,0,1.79,3.57,0,0,0,0,0,21.43,3.57,5.36,1.79,5.36,3.57,1.79,1.79,0,0,1.79,10.71,0,10.71,0,0,7.14,0,5.36,5.36,0,3.57,1.79,12.5,0,3.57,0,1.79,1.79,3.57,0,0,3.57,0,1.79,0,0,0,0,0,0,10.71,5.36,3.57,0,0,0,0,0,0,1.79,0,0
1292dw,18647,175,8.19,50,62.17,1.91,21.88,14.86,96.57,62.86,24.57,17.14,12,0,1.71,3.43,0,7.43,2.29,11.43,12.57,8.57,5.71,2.29,23.43,2.29,1.14,4,0,1.14,6.29,1.71,4.57,0.57,1.14,1.14,13.14,0.57,1.71,0,3.43,19.43,5.71,2.86,4.57,4,3.43,0.57,2.86,0,0,2.86,2.29,0.57,1.71,0,0,10.29,5.14,1.14,4.57,1.71,0.57,7.43,12,4,12.57,2.86,6.29,3.43,0,0.57,0.57,0,0,1.14,0.57,0,0.57,0,0,0,16.57,5.71,1.14,0,0,0,0,0,0,5.14,0.57,4
3hppd0,18752,391,48.65,18.54,95.92,30.07,30.08,13.81,88.75,53.96,15.6,10.74,9.46,0,0.77,0.26,0.26,4.86,7.93,11.76,10.23,7.16,5.37,2.3,16.37,4.86,2.05,2.81,2.56,1.53,4.86,2.56,2.3,0.51,0.26,0,4.35,0,0.26,0,0.26,12.02,2.56,3.32,1.79,2.81,0.51,2.05,1.79,1.02,0.77,0,2.56,1.02,1.53,0,0,7.67,0.26,2.3,4.35,1.79,0.51,2.05,13.04,1.28,19.44,2.05,8.7,8.7,3.07,0.26,0.77,1.53,0.26,0.26,0.26,0.26,0,0,0,0,17.14,9.21,2.05,0,0.51,0.77,0.51,0.51,1.53,0.51,0,1.53
1k9phs,18787,74,12.68,6.87,98.28,2.3,14.8,6.76,95.95,71.62,17.57,10.81,10.81,0,0,0,0,6.76,4.05,17.57,12.16,21.62,5.41,1.35,24.32,4.05,5.41,1.35,0,0,5.41,1.35,4.05,0,1.35,0,2.7,0,0,0,0,13.51,1.35,4.05,0,2.7,1.35,4.05,2.7,1.35,0,1.35,2.7,0,1.35,1.35,0,10.81,0,1.35,5.41,2.7,1.35,8.11,16.22,5.41,17.57,0,8.11,10.81,1.35,0,0,1.35,1.35,0,4.05,1.35,0,0,1.35,1.35,24.32,10.81,6.76,0,0,0,0,0,0,6.76,0,0
1tg8bw,18824,134,85.04,38.25,68.43,53.85,22.33,20.15,82.84,52.24,8.21,2.99,2.24,0.75,0,0,0,5.22,8.96,15.67,6.72,4.48,7.46,3.73,11.19,2.24,1.49,1.49,0.75,2.24,2.99,2.24,0.75,0,0,0,8.21,0,0,0,0,14.18,0.75,0.75,1.49,5.22,2.99,5.97,0,0,0,0,0,0,0,0,0,5.97,0.75,1.49,2.99,0.75,0,0.75,9.7,0.75,16.42,1.49,7.46,8.21,5.22,0,0,1.49,0,2.24,0,0,0,0,0,0,20.9,8.21,0.75,0,0,0.75,0,0,0,2.99,7.46,0.75
3dw1ba,18869,70,5.53,2.31,99,1,23.33,8.57,98.57,67.14,20,17.14,17.14,0,0,0,0,2.86,0,15.71,8.57,12.86,14.29,2.86,18.57,2.86,0,4.29,1.43,2.86,4.29,0,4.29,2.86,0,1.43,5.71,1.43,2.86,0,1.43,21.43,1.43,5.71,1.43,5.71,2.86,5.71,0,0,0,0,2.86,1.43,1.43,0,0,11.43,4.29,1.43,4.29,1.43,0,1.43,20,0,14.29,1.43,7.14,5.71,1.43,1.43,1.43,0,0,1.43,0,0,0,0,0,0,8.57,4.29,2.86,0,0,0,0,0,0,1.43,0,0
3ex09e,18869,55,6.41,3.48,85.21,60.23,18.33,9.09,98.18,60,21.82,18.18,18.18,0,0,0,0,3.64,3.64,9.09,14.55,10.91,7.27,0,29.09,3.64,1.82,1.82,0,3.64,5.45,3.64,1.82,0,0,0,0,0,0,0,0,18.18,3.64,1.82,3.64,9.09,1.82,0,0,0,0,0,5.45,1.82,3.64,0,0,7.27,0,0,3.64,1.82,1.82,1.82,21.82,7.27,9.09,3.64,1.82,3.64,0,0,1.82,0,0,1.82,0,0,0,0,0,0,9.09,5.45,0,0,0,0,0,0,0,3.64,0,0
3fw0o2,18869,53,69.89,50,99,5.57,13.25,11.32,100,58.49,18.87,16.98,11.32,1.89,0,3.77,0,1.89,7.55,15.09,9.43,1.89,5.66,0,22.64,7.55,0,0,1.89,0,9.43,3.77,5.66,1.89,0,3.77,11.32,0,0,1.89,3.77,9.43,3.77,1.89,1.89,1.89,0,1.89,1.89,0,0,1.89,1.89,1.89,0,0,0,7.55,3.77,1.89,1.89,0,0,7.55,18.87,0,24.53,5.66,11.32,7.55,0,0,0,0,0,1.89,1.89,0,0,0,0,0,7.55,7.55,0,0,0,0,0,0,0,0,0,0
3gb0g0,18869,34,14.53,1.98,99,1.76,17,8.82,97.06,67.65,17.65,11.76,11.76,0,0,0,0,5.88,5.88,11.76,11.76,14.71,5.88,2.94,23.53,2.94,0,2.94,0,5.88,2.94,0,2.94,0,2.94,0,2.94,0,0,0,0,17.65,2.94,2.94,0,5.88,0,8.82,2.94,0,2.94,0,0,0,0,0,0,2.94,0,0,0,2.94,0,5.88,17.65,0,14.71,0,5.88,8.82,0,0,0,0,0,2.94,0,0,0,0,0,0,8.82,5.88,0,0,0,0,0,0,0,2.94,0,0
3h9jhv,18869,158,47.09,42.47,65.66,94.11,14.36,12.03,93.04,60.76,18.35,13.92,10.76,0.63,0.63,1.9,0,4.43,6.96,14.56,9.49,6.33,8.86,0,18.99,6.96,3.8,1.27,1.27,1.27,6.96,5.7,1.27,0,0.63,0,10.76,1.27,0.63,0,2.53,9.49,0.63,1.9,0.63,0,3.8,2.53,3.16,1.9,0,1.27,1.9,0,1.27,0.63,0,7.59,3.8,1.27,0.63,1.9,0.63,8.86,8.86,1.9,12.03,2.53,3.8,6.33,1.27,0.63,0.63,0,0,0.63,1.9,0.63,0,0.63,0,0,12.03,6.96,1.9,0.63,0,0,0,0,0,1.27,1.27,0
23cfkh,19021,202,8.63,2.43,99,12.61,22.44,11.88,92.57,63.86,20.79,13.37,12.87,0,0.5,0,0,7.43,3.47,13.37,11.39,8.42,12.38,3.47,16.83,4.46,1.49,0,0.5,0.5,2.97,0.99,1.98,0,0.99,0.5,2.97,1.98,0,0.5,0.99,14.36,0.99,0.99,3.47,4.46,3.47,6.44,2.48,0.5,0,1.98,4.46,0.5,2.48,0.5,0.99,5.45,0.99,0.5,2.97,1.49,0,6.44,8.42,4.46,19.31,2.48,6.44,10.4,2.97,0.5,0.5,0,0,0.99,1.98,0.5,0.99,0,0,0,12.87,4.95,0.5,0,0,0,0,0.5,0,3.96,2.97,0
1k4fr2,19089,618,25.37,22.35,90.31,14.58,26.87,9.55,95.15,62.46,21.68,17.31,12.3,1.46,0.16,3.24,0.16,4.37,5.5,13.75,10.19,7.28,6.96,2.91,20.71,2.91,2.27,0.97,0.65,2.59,5.18,2.1,2.91,0.16,1.46,0.32,10.68,2.43,0.65,3.24,0.97,12.94,1.94,1.62,1.78,3.56,2.27,3.88,1.46,0.16,0.65,0.65,3.56,1.29,1.94,0.32,0.32,8.25,3.72,0.81,1.46,1.94,0.81,6.31,14.24,1.29,15.7,2.91,7.61,5.83,0.65,0.97,1.46,0.49,0,0.49,1.46,0.81,0.65,0,0,0,5.66,4.37,0.65,0,0,0,0,0,0,0,0.32,0.32
1cifgn,19113,216,23.63,1,98.29,25.77,21.6,7.87,96.76,62.5,23.15,18.06,15.74,0,0.46,0.93,0.93,5.09,6.02,13.89,10.19,4.17,6.02,6.94,22.69,2.78,1.39,0.93,0.46,3.24,7.41,3.7,3.7,0.46,1.85,0.93,5.56,0,0.93,1.39,0.46,16.67,3.24,0.46,3.24,2.78,3.24,6.48,2.31,1.85,0,0.46,3.7,1.85,0.93,0.93,0,5.56,1.39,1.39,3.7,0.93,0.46,2.31,21.3,0.93,12.5,0.93,7.87,3.7,2.78,0.46,0.93,0,0,0.93,1.85,1.39,0.46,0,0,0,15.28,5.09,1.85,0.46,0,0,0,0,0,7.87,0,0
24wu2n,19339,75,5.69,11.52,94.62,1,18.75,6.67,98.67,62.67,26.67,14.67,12,2.67,0,0,0,12,4,10.67,14.67,6.67,4,5.33,22.67,6.67,2.67,1.33,4,5.33,5.33,0,5.33,1.33,2.67,1.33,8,1.33,1.33,0,0,16,2.67,0,2.67,4,2.67,4,1.33,0,0,0,4,0,2.67,1.33,0,6.67,5.33,0,1.33,0,0,2.67,21.33,1.33,14.67,0,1.33,13.33,0,1.33,1.33,0,0,4,2.67,1.33,0,0,0,1.33,22.67,5.33,10.67,0,0,0,0,0,0,6.67,0,0
2k5qwt,19347,196,2.96,2.96,97.85,2.74,28,20.41,96.94,64.8,23.47,17.35,14.29,0,0.51,0,2.55,6.12,2.55,10.71,16.33,6.12,10.2,4.08,23.98,5.1,0.51,2.04,0.51,0.51,6.63,2.04,4.59,0.51,1.02,0,8.67,0,0.51,0,0.51,25,4.59,1.53,4.08,7.65,2.04,9.69,2.55,0.51,0.51,1.02,0.51,0,0.51,0,0,5.1,0,1.02,1.53,1.02,1.53,2.04,18.88,1.02,8.67,0,4.08,4.59,4.59,0.51,0.51,0,0,2.55,0,0,0,0,0,0,13.78,3.06,3.06,0,0.51,0.51,0,0,0,6.63,0,0
2l3xkm,19347,169,12.38,1.5,95.77,36.15,21.12,13.02,94.08,59.76,16.57,13.61,13.61,0,0,0,0,2.96,5.92,10.65,14.2,8.88,11.24,2.37,18.34,5.33,4.14,0,1.78,4.73,6.51,3.55,2.96,0.59,0,1.18,0.59,0,0,0,0,14.2,0.59,2.37,2.37,5.33,0.59,6.51,0,0,0,0,0.59,0,0.59,0,0,9.47,0,2.37,2.96,2.96,1.18,4.14,13.02,0,13.02,0.59,5.33,7.1,10.06,0,0,0,0,0,1.78,0,1.18,0,0.59,0,17.75,4.73,1.18,0.59,0,0,0,2.37,0,5.92,1.18,1.78
128hby,19368,180,19.03,67.16,68.48,17.67,15,8.33,97.22,63.33,27.22,17.22,10,0,1.11,6.11,0,10,6.11,11.11,7.22,8.33,5,2.22,17.78,3.33,1.11,2.22,0.56,2.22,5,2.22,2.78,0,0.56,1.67,19.44,0,0.56,0,6.67,13.33,2.22,1.11,1.67,2.78,3.33,3.33,2.78,1.11,0.56,1.67,2.22,1.11,0.56,0.56,0,3.33,1.67,1.11,0.56,0,0,8.89,7.78,1.11,16.11,2.78,3.89,8.89,0.56,0,0,0,0,0,1.67,0.56,0,0.56,0.56,0,16.67,6.11,5.56,0,0,0.56,0,0,1.11,0.56,0.56,2.22
jl6qu,19409,49,1.54,65.86,21.8,1,12.25,10.2,91.84,63.27,26.53,20.41,10.2,2.04,0,8.16,0,6.12,0,10.2,14.29,4.08,14.29,2.04,20.41,6.12,2.04,2.04,2.04,0,12.24,4.08,8.16,2.04,6.12,0,20.41,4.08,0,6.12,6.12,8.16,0,2.04,2.04,2.04,0,4.08,2.04,0,2.04,0,2.04,0,0,2.04,0,12.24,8.16,2.04,6.12,2.04,0,6.12,16.33,2.04,12.24,0,4.08,8.16,2.04,0,0,0,0,4.08,2.04,2.04,0,0,0,0,14.29,6.12,0,0,0,0,0,0,0,8.16,0,0
10ud6u,19512,110,36.16,42.78,43.37,1,12.22,10,93.64,60,21.82,18.18,10,0.91,0,7.27,0,3.64,5.45,14.55,5.45,7.27,7.27,3.64,20,4.55,2.73,0.91,0,2.73,3.64,0,3.64,0,0,3.64,15.45,2.73,0,9.09,0,16.36,3.64,1.82,3.64,1.82,2.73,4.55,5.45,0,0.91,4.55,2.73,0.91,2.73,0,0,4.55,1.82,0.91,0.91,0.91,0.91,9.09,12.73,0,12.73,0.91,4.55,7.27,0.91,0.91,0.91,0,0.91,3.64,0,0,0,0,0,0,19.09,7.27,4.55,0,0,0.91,0,0,0,4.55,1.82,0
2p8s3m,19832,81,10.23,73.14,41.78,10.27,11.57,9.88,95.06,60.49,29.63,17.28,7.41,0,0,9.88,0,12.35,1.23,12.35,9.88,6.17,4.94,1.23,18.52,2.47,3.7,9.88,4.94,2.47,6.17,2.47,3.7,1.23,2.47,1.23,14.81,0,0,12.35,0,12.35,7.41,3.7,0,0,1.23,0,3.7,0,0,2.47,2.47,2.47,0,0,0,3.7,1.23,0,1.23,1.23,0,7.41,8.64,0,14.81,0,6.17,8.64,0,0,0,0,0,1.23,0,0,0,0,0,0,12.35,3.7,1.23,0,0,6.17,0,0,0,1.23,0,0
